row,col,.value,N_header_label_01,N_header_label_02,N_header_label_03,W_header_label_01,W_header_label_02,W_header_label_03,W_header_label_04,W_header_label_05
193,3,305,Temporary visa holders,NA,NA,All fields,Education,Education research ,Urban education and leadership,NA
194,3,23,Temporary visa holders,NA,NA,All fields,Education,Education research ,"Counseling education, counseling and guidance",NA
195,3,67,Temporary visa holders,NA,NA,All fields,Education,Education research ,Curriculum and instruction,NA
196,3,14,Temporary visa holders,NA,NA,All fields,Education,Education research ,"Educational assessment, testing, measurement",NA
197,3,13,Temporary visa holders,NA,NA,All fields,Education,Education research ,Educational policy analysis,NA
198,3,37,Temporary visa holders,NA,NA,All fields,Education,Education research ,Educational psychology (education),NA
199,3,17,Temporary visa holders,NA,NA,All fields,Education,Education research ,"Educational statistics, research methods",NA
200,3,57,Temporary visa holders,NA,NA,All fields,Education,Education research ,"Educational/instructional technology, media design",NA
201,3,16,Temporary visa holders,NA,NA,All fields,Education,Education research ,Higher education evaluation and research,NA
202,3,11,Temporary visa holders,NA,NA,All fields,Education,Education research ,International education,NA
203,3,7,Temporary visa holders,NA,NA,All fields,Education,Education research ,School psychology (education),NA
204,3,7,Temporary visa holders,NA,NA,All fields,Education,Education research ,Social and philosophical foundations of education,NA
205,3,36,Temporary visa holders,NA,NA,All fields,Education,Education research ,Special education,NA
206,3,11,Temporary visa holders,NA,NA,All fields,Education,Teacher education,Special education,NA
207,3,133,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,Special education,NA
208,3,28,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,English as a second or foreign language,NA
209,3,7,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,Health education,NA
210,3,14,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,Literacy and reading education,NA
211,3,20,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,Mathematics education,NA
212,3,7,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,Music education,NA
213,3,15,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,Science education,NA
214,3,42,Temporary visa holders,NA,NA,All fields,Education,Teaching fields ,"Teaching fields, aggregated",NA
215,3,33,Temporary visa holders,NA,NA,All fields,Education,Other education ,"Teaching fields, aggregated",NA
216,3,13,Temporary visa holders,NA,NA,All fields,Education,Other education ,Workforce education and development,NA
217,3,4,Temporary visa holders,NA,NA,All fields,Education,Other education ,"Education, general",NA
218,3,16,Temporary visa holders,NA,NA,All fields,Education,Other education ,"Education, other",NA
219,3,693,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other education ,"Education, other",NA
220,3,160,Temporary visa holders,NA,NA,All fields,Humanities and arts,Foreign languages and literature,"Education, other",NA
221,3,16,Temporary visa holders,NA,NA,All fields,Humanities and arts,Foreign languages and literature,French,NA
222,3,18,Temporary visa holders,NA,NA,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,NA
223,3,11,Temporary visa holders,NA,NA,All fields,Humanities and arts,Foreign languages and literature,Italian,NA
224,3,48,Temporary visa holders,NA,NA,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,NA
225,3,67,Temporary visa holders,NA,NA,All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",NA
226,3,125,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,"Other languages, aggregated",NA
227,3,14,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,"American history, United States and Canada",NA
228,3,22,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,Asian history,NA
229,3,17,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,European history,NA
230,3,22,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,"History, science and technology and society",NA
231,3,13,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,Latin American history,NA
232,3,18,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,"Middle, Near East history",NA
233,3,12,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,"History, general",NA
234,3,7,Temporary visa holders,NA,NA,All fields,Humanities and arts,History,"History, aggregated",NA
235,3,125,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,"History, aggregated",NA
236,3,17,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,"American literature, United States and Canada",NA
237,3,10,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,Classics,NA
238,3,39,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,Comparative literature,NA
239,3,12,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,English language,NA
240,3,28,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",NA
241,3,10,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,Rhetoric and composition,NA
242,3,3,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,Speech and rhetorical studies,NA
243,3,6,Temporary visa holders,NA,NA,All fields,Humanities and arts,Letters,"Letters, aggregated",NA
244,3,283,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Letters, aggregated",NA
245,3,20,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),NA
246,3,32,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",NA
247,3,5,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Dance, drama",NA
248,3,16,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",NA
249,3,5,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,Music,NA
250,3,14,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,NA
251,3,19,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,Music performance,NA
252,3,16,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,NA
253,3,65,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",NA
254,3,36,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies",NA
255,3,22,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",NA
256,3,33,Temporary visa holders,NA,NA,All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",NA
257,3,928,Temporary visa holders,NA,NA,All fields,Otherb,Other humanities and arts,"Other humanities, aggregated",NA
258,3,576,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,"Other humanities, aggregated",NA
259,3,52,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,Accounting,NA
260,3,99,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,Business administration and management,NA
261,3,99,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,Finance,NA
262,3,46,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,"Human resources, organizational behavior",NA
263,3,53,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,"Management information systems, business statistics",NA
264,3,53,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,Marketing management and research,NA
265,3,174,Temporary visa holders,NA,NA,All fields,Otherb,Business management and administration,Other aggregated business fields,NA
266,3,121,Temporary visa holders,NA,NA,All fields,Otherb,Communication,Other aggregated business fields,NA
267,3,30,Temporary visa holders,NA,NA,All fields,Otherb,Communication,Communication research,NA
268,3,56,Temporary visa holders,NA,NA,All fields,Otherb,Communication,"Mass communication, media studies",NA
269,3,19,Temporary visa holders,NA,NA,All fields,Otherb,Communication,"Communication, general",NA
270,3,16,Temporary visa holders,NA,NA,All fields,Otherb,Communication,"Communication, aggregated",NA
271,3,231,Temporary visa holders,NA,NA,All fields,Otherb,Non-S&E fields nec,"Communication, aggregated",NA
272,3,51,Temporary visa holders,NA,NA,All fields,Otherb,Non-S&E fields nec,Architecture and environmental design,NA
273,3,23,Temporary visa holders,NA,NA,All fields,Otherb,Non-S&E fields nec,"Family, consumer sciences and human sciences",NA
274,3,14,Temporary visa holders,NA,NA,All fields,Otherb,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",NA
275,3,48,Temporary visa holders,NA,NA,All fields,Otherb,Non-S&E fields nec,Public administration,NA
276,3,23,Temporary visa holders,NA,NA,All fields,Otherb,Non-S&E fields nec,Social work,NA
277,3,72,Temporary visa holders,NA,NA,All fields,Otherb,Non-S&E fields nec,"Fields nec, aggregated",NA
7,4,35791,U.S. citizens and permanent residents,Total,NA,All fields,NA,NA,NA,NA
8,4,8857,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,NA,NA,NA
9,4,902,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,NA,NA
10,4,50,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,Agricultural economics,NA
11,4,202,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Agronomy, horticulture science, plant breeding, plant pathology, plant sciences-other",NA
12,4,30,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Animal nutrition, poultry science",NA
13,4,67,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Animal sciences, other",NA
14,4,128,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,Environmental science,NA
15,4,49,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,Fishing and fisheries sciences and management,NA
16,4,67,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Food science, food technology-other",NA
17,4,101,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Forest biology, forest management, wood science, forestry sciences- other",NA
18,4,46,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,Natural resource and environmental policy,NA
19,4,55,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Natural resources and conservation, wildlife and range management",NA
20,4,32,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,Soil chemistry and microbiology,NA
21,4,28,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Soil sciences, other",NA
22,4,47,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Agricultural sciences and natural resources ,"Agricultural sciences, aggregated",NA
23,4,6082,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Agricultural sciences, aggregated",NA
24,4,96,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Anatomy, developmental biology",NA
25,4,107,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Bacteriology, parasitology, and virology",NA
26,4,531,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),NA
27,4,95,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Bioinformatics,NA
28,4,242,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Biomedical sciences,NA
29,4,108,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,NA
30,4,140,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),NA
31,4,79,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Botany, plant pathology, plant physiology",NA
32,4,248,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Cancer biology,NA
33,4,156,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",NA
34,4,92,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Computational biology,NA
35,4,366,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Ecology,NA
36,4,67,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Endocrinology, human/animal pathology",NA
37,4,92,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Entomology,NA
38,4,51,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Environmental toxicology (biological sciences),NA
39,4,282,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Epidemiology,NA
40,4,176,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Evolutionary biology,NA
41,4,243,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Genetics and genomics, human and animal",NA
42,4,306,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Immunology,NA
43,4,318,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Microbiology,NA
44,4,439,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Molecular biology,NA
45,4,56,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Molecular medicine,NA
46,4,798,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiology",NA
47,4,155,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Nutrition sciences,NA
48,4,157,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",NA
49,4,128,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Physiology, human and animal",NA
50,4,32,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Plant genetics,NA
51,4,37,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Structural biology,NA
52,4,60,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Toxicology,NA
53,4,53,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Wildlife biology,NA
54,4,35,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,Zoology,NA
55,4,250,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",NA
56,4,87,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Biological and biomedical sciences,"Biotechnology, biology/biomedical sciences-other",NA
57,4,1873,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,"Biotechnology, biology/biomedical sciences-other",NA
58,4,57,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,Environmental health,NA
59,4,67,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,Health and behavior,NA
60,4,145,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,Health services/systems administration,NA
61,4,231,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,"Kinesiology, exercise science",NA
62,4,59,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,"Medical physics, radiological science",NA
63,4,465,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,Nursing science,NA
64,4,123,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,Pharmaceutical sciences,NA
65,4,369,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,Public health,NA
66,4,60,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,"Rehabilitation, therapeutic services",NA
67,4,99,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,Speech-language pathology and audiology,NA
68,4,198,U.S. citizens and permanent residents,Total,NA,All fields,Life sciences,Health sciences,"Health sciences, aggregated",NA
69,4,3717,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Health sciences,"Health sciences, aggregated",NA
70,4,1691,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,"Health sciences, aggregated",NA
71,4,226,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Analytical chemistry,NA
72,4,111,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Chemical biology,NA
73,4,249,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Inorganic chemistry,NA
74,4,40,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Medicinal chemistry,NA
75,4,328,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Organic chemistry,NA
76,4,217,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Physical chemistry,NA
77,4,73,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Polymer chemistry,NA
78,4,51,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,Theoretical chemistry,NA
79,4,297,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,"Chemistry, general",NA
80,4,99,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Chemistry,"Chemistry, other",NA
81,4,787,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences","Chemistry, other",NA
82,4,162,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,NA
83,4,30,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric physics, meteorology"
84,4,132,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,"Atmospheric chemistry, atmospheric sciences-general, atmospheric sciences-other"
85,4,364,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,NA
86,4,61,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geochemistry, mineralogy"
87,4,87,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geology
88,4,134,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Geomorphology, geological sciences-general, geological sciences-other"
89,4,52,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,Geophysics and seismology
90,4,30,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,"Paleontology, stratigraphy"
91,4,261,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,NA
92,4,95,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,Marine biology and biological oceanography
93,4,49,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,"Oceanography, chemical and physical"
94,4,117,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences ,"Ocean/marine sciences, aggregated"
95,4,1239,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Ocean and marine sciences ,NA
96,4,237,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,NA
97,4,88,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,Astronomy
98,4,146,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,Astrophysics
99,4,3,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Astronomy and astrophysics ,"Astronomy and astrophysics, other"
100,4,1002,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,NA
101,4,109,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Acoustics, optics/photonics"
102,4,98,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Applied physics
103,4,75,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Atomic physics, polymer physics"
104,4,68,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Biophysics (physics)
105,4,159,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Condensed matter, low-temperature physics"
106,4,186,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Elementary particle physics
107,4,70,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,Nuclear physics
108,4,49,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Plasma, high-temperature physics"
109,4,133,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Physics, general"
110,4,55,U.S. citizens and permanent residents,Total,NA,All fields,Physical sciences and earth sciences,Physics and astronomy ,Physics ,"Physics, other"
111,4,1746,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Physics and astronomy ,Physics ,NA
112,4,796,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Computer and information sciences,Physics ,NA
113,4,593,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Computer and information sciences,Computer science,NA
114,4,94,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Computer and information sciences,"Information science, systems",NA
115,4,45,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",NA
116,4,64,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",NA
117,4,950,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Computer and information sciences, other",NA
118,4,74,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,Algebra,NA
119,4,47,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,Analysis and functional analysis,NA
120,4,248,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Applied mathematics, computing theory",NA
121,4,30,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Geometry, geometric analysis",NA
122,4,38,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Logic, topology/foundations",NA
123,4,31,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,Number theory,NA
124,4,252,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,"Operations research, mathematics/statistics-general, mathematics/statistics-other",NA
125,4,230,U.S. citizens and permanent residents,Total,NA,All fields,Mathematics and computer sciences,Mathematics and statistics ,Statistics (mathematics),NA
126,4,6874,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Mathematics and statistics ,Statistics (mathematics),NA
127,4,3403,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Statistics (mathematics),NA
128,4,48,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Behavioral analysis,NA
129,4,1044,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Clinical psychology,NA
130,4,162,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Cognitive neuroscience,NA
131,4,105,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Cognitive psychology and psycholinguistics,NA
132,4,35,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Community psychology,NA
133,4,275,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Counseling,NA
134,4,169,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Developmental and child psychology,NA
135,4,114,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Educational psychology (psychology),NA
136,4,139,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Experimental psychology,NA
137,4,171,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,"Family psychology, human development and family studies",NA
138,4,59,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,"Health, medical psychology",NA
139,4,148,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Industrial and organizational psychology,NA
140,4,54,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,"Marriage and family therapy, counseling",NA
141,4,40,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,"Neuropsychology, physiological psychology",NA
142,4,313,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,School psychology (psychology),NA
143,4,190,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,Social psychology,NA
144,4,111,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,"Psychology, general",NA
145,4,226,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Psychology ,"Psychology, aggregated",NA
146,4,3471,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,"Psychology, aggregated",NA
147,4,357,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Anthropology ,NA
148,4,205,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, cultural"
149,4,71,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, general"
150,4,81,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, physical and biological"
151,4,539,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Economics ,NA
152,4,508,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Economics ,"Econometrics, economics"
153,4,31,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Economics ,Natural resources and environmental economics (social sciences)
154,4,578,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Political science and government,NA
155,4,567,U.S. citizens and permanent residents,Total,NA,All fields,Psychology and social sciences,Social sciences ,Sociology,NA
